id,question
726,Find the Cholesky decomposition of matrix $P = \begin{pmatrix} 4 & 2 \\ 2 & 2 \end{pmatrix}$.
727,Calculate the spectral radius of matrix $Q = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$.
728,Solve the matrix equation $X^2 = A$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix}$.
729,Find the Jordan normal form of matrix $R = \begin{pmatrix} 3 & 1 \\ 0 & 3 \end{pmatrix}$.
730,Calculate the matrix logarithm of $S = \begin{pmatrix} e & 0 \\ 0 & e^2 \end{pmatrix}$.
731,Find the generalized inverse of matrix $T = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{pmatrix}$.
732,Solve the Riccati equation $X^2 + AX + B = 0$ where $A = \begin{pmatrix} 2 & 0 \\ 0 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$.
733,Calculate the Kronecker product $A \otimes B$ where $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 0 & 5 \\ 6 & 7 \end{pmatrix}$.
734,Find the matrix square root of $U = \begin{pmatrix} 5 & 0 \\ 0 & 9 \end{pmatrix}$.
735,Solve the Lyapunov equation $AX + XA^T = -Q$ where $A = \begin{pmatrix} -1 & 0 \\ 0 & -2 \end{pmatrix}$ and $Q = \begin{pmatrix} 2 & 0 \\ 0 & 4 \end{pmatrix}$.
736,Calculate the vec operation on matrix $V = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}$.
737,"Find the commutator $[A, B] = AB - BA$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix}$."
738,Calculate the matrix power $W^3$ where $W = \begin{pmatrix} 2 & 1 \\ 0 & 2 \end{pmatrix}$.
739,Find the adjugate matrix of $X = \begin{pmatrix} 3 & 1 & 2 \\ 0 & 4 & 1 \\ 2 & 1 & 3 \end{pmatrix}$.
740,Solve the generalized eigenvalue problem $Ax = \lambda Bx$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
741,Calculate the Hadamard product $A \circ B$ where $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 5 & 6 \\ 7 & 8 \end{pmatrix}$.
742,Find the matrix norm $||Y||_1$ where $Y = \begin{pmatrix} 2 & -1 & 3 \\ 1 & 4 & -2 \end{pmatrix}$.
743,"Solve the matrix equation $AXB = C$ where $A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$, $B = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix}$, $C = \begin{pmatrix} 6 & 0 \\ 0 & 24 \end{pmatrix}$."
744,Calculate the permanent of matrix $Z = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
745,Find the matrix sign function of $AA = \begin{pmatrix} 3 & 0 \\ 0 & -2 \end{pmatrix}$.
746,Solve the discrete Lyapunov equation $X - AXA^T = Q$ where $A = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.8 \end{pmatrix}$ and $Q = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$.
747,Calculate the matrix exponential series for $BB = \begin{pmatrix} 0 & t \\ 0 & 0 \end{pmatrix}$ where $t$ is a parameter.
748,"Find the Schur complement of matrix $CC = \begin{pmatrix} A & B \\ C & D \end{pmatrix}$ where $A = \begin{pmatrix} 4 & 1 \\ 1 & 4 \end{pmatrix}$, $B = \begin{pmatrix} 2 \\ 1 \end{pmatrix}$, $C = \begin{pmatrix} 2 & 1 \end{pmatrix}$, $D = 3$."
749,Calculate the matrix function $f(DD) = DD^2 + 2DD + I$ where $DD = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix}$.
750,Find the polar decomposition $A = UP$ of matrix $EE = \begin{pmatrix} 3 & 4 \\ 0 & 5 \end{pmatrix}$.
751,Solve the matrix differential equation $\frac{dX}{dt} = AX$ where $A = \begin{pmatrix} -1 & 0 \\ 0 & -2 \end{pmatrix}$ and $X(0) = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
752,Calculate the Drazin inverse of matrix $FF = \begin{pmatrix} 1 & 1 & 0 \\ 0 & 0 & 0 \\ 0 & 0 & 2 \end{pmatrix}$.
753,Find the numerical range (field of values) of matrix $GG = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix}$.
754,Solve the tensor equation $\mathcal{A} \times_1 X = \mathcal{B}$ where $\mathcal{A}$ is a $2 \times 2 \times 2$ tensor and $X$ is a $2 \times 2$ matrix.
755,Calculate the matrix cosine $\cos(HH)$ where $HH = \begin{pmatrix} 0 & \pi/2 \\ 0 & 0 \end{pmatrix}$.
756,Find the group inverse of matrix $II = \begin{pmatrix} 1 & 1 & 1 \\ 1 & 1 & 1 \\ 1 & 1 & 1 \end{pmatrix}$.
757,Solve the coupled matrix equations $AX + BY = C$ and $DX + EY = F$ where all matrices are $2 \times 2$.
758,Calculate the matrix hyperbolic sine $\sinh(JJ)$ where $JJ = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
759,Find the Penrose conditions for the pseudoinverse of matrix $KK = \begin{pmatrix} 1 & 2 \\ 2 & 4 \\ 3 & 6 \end{pmatrix}$.
760,"Solve the Stein equation $X - AXB = C$ where $A = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.3 \end{pmatrix}$, $B = \begin{pmatrix} 0.2 & 0 \\ 0 & 0.4 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$."
761,Calculate the matrix arctangent $\arctan(LL)$ where $LL = \begin{pmatrix} 1 & 0 \\ 0 & \sqrt{3} \end{pmatrix}$.
762,Find the Binet-Cauchy theorem application for matrices $MM = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{pmatrix}$ and $NN = \begin{pmatrix} 1 & 4 \\ 2 & 5 \\ 3 & 6 \end{pmatrix}$.
763,Solve the algebraic Riccati equation $A^TX + XA - XBR^{-1}B^TX + Q = 0$ for the case where all matrices are scalars.
764,Calculate the Wielandt deflation for matrix $OO = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix}$ with eigenvalue $\lambda = 4$.
765,Find the Gershgorin circles for matrix $PP = \begin{pmatrix} 5 & 1 & 2 \\ 1 & 3 & 1 \\ 2 & 1 & 4 \end{pmatrix}$.
766,Solve the generalized Sylvester equation $AXB + CXD = E$ where all matrices are $2 \times 2$.
767,Calculate the matrix secant $\sec(QQ)$ where $QQ = \begin{pmatrix} 0 & 0 \\ 0 & \pi/3 \end{pmatrix}$.
768,Find the compound matrix $C_2(RR)$ where $RR = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 9 \end{pmatrix}$.
769,Solve the matrix equation $X^3 = A$ where $A = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix}$.
770,Calculate the Rayleigh quotient $R(x) = \frac{x^TAx}{x^Tx}$ for $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $x = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
771,Find the Schur form of matrix $SS = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix}$.
772,Solve the discrete-time algebraic Riccati equation $X = A^TXA - A^TXB(R + B^TXB)^{-1}B^TXA + Q$ for scalar case.
773,Calculate the matrix tangent $\tan(TT)$ where $TT = \begin{pmatrix} 0 & 0 \\ 0 & \pi/4 \end{pmatrix}$.
774,Find the Hessenberg form of matrix $UU = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 9 \end{pmatrix}$.
775,Solve the Procrustes problem: minimize $||AX - B||_F$ subject to $X^TX = I$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$.
776,Calculate the matrix cotangent $\cot(VV)$ where $VV = \begin{pmatrix} \pi/4 & 0 \\ 0 & \pi/6 \end{pmatrix}$.
777,"Find the Krylov subspace $\mathcal{K}_3(A, v)$ where $A = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$ and $v = \begin{pmatrix} 1 \\ 0 \end{pmatrix}$."
778,Solve the Toeplitz system $Tx = b$ where $T = \begin{pmatrix} 2 & 1 & 0 \\ 1 & 2 & 1 \\ 0 & 1 & 2 \end{pmatrix}$ and $b = \begin{pmatrix} 3 \\ 4 \\ 3 \end{pmatrix}$.
779,Calculate the matrix hyperbolic cosine $\cosh(WW)$ where $WW = \begin{pmatrix} 1 & 0 \\ 0 & \ln(2) \end{pmatrix}$.
780,Find the Arnoldi decomposition for matrix $XX = \begin{pmatrix} 1 & 1 & 0 \\ 1 & 0 & 1 \\ 0 & 1 & 1 \end{pmatrix}$ with starting vector $v_1 = \begin{pmatrix} 1 \\ 0 \\ 0 \end{pmatrix}$.
781,Solve the generalized least squares problem $\min ||Ax - b||_W^2$ where $W$ is a weight matrix.
782,Calculate the matrix arcsine $\arcsin(YY)$ where $YY = \begin{pmatrix} 0.5 & 0 \\ 0 & 1 \end{pmatrix}$.
783,"Find the Hankel matrix from the sequence $\{1, 2, 3, 4, 5\}$."
784,Solve the constrained optimization problem $\min x^TAx$ subject to $Bx = c$.
785,"Calculate the Vandermonde determinant for points $\{1, 2, 3\}$."
786,"Find the Givens rotation matrix that zeros the $(2,1)$ entry of vector $\begin{pmatrix} 3 \\ 4 \end{pmatrix}$."
787,Solve the Riccati difference equation $X_{k+1} = A^TX_kA - A^TX_kB(R + B^TX_kB)^{-1}B^TX_kA + Q$.
788,Calculate the matrix arccosine $\arccos(ZZ)$ where $ZZ = \begin{pmatrix} 1 & 0 \\ 0 & 0.5 \end{pmatrix}$.
789,Find the Householder reflector that maps vector $x = \begin{pmatrix} 1 \\ 1 \\ 1 \end{pmatrix}$ to $\alpha e_1$.
790,Solve the Sylvester observer equation $XA - FX = GC$.
791,Calculate the condition number with respect to inversion for matrix $AAA = \begin{pmatrix} 1 & 1 \\ 0 & \epsilon \end{pmatrix}$ where $\epsilon$ is small.
792,Find the Padé approximation of the matrix exponential $e^A$ where $A$ is small.
793,Solve the periodic Riccati equation with period $T = 2$.
794,Calculate the Fréchet derivative of the matrix function $f(X) = X^2$ at point $A$ in direction $H$.
795,Find the optimal low-rank approximation of matrix $BBB = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 9 \end{pmatrix}$ with rank 2.
796,Solve the H-infinity control problem for the scalar case.
797,Calculate the logarithmic norm of matrix $CCC = \begin{pmatrix} -2 & 1 \\ 1 & -2 \end{pmatrix}$.
798,Find the structured pseudospectrum of matrix $DDD = \begin{pmatrix} 0 & 1 \\ -1 & 0 \end{pmatrix}$ with perturbation bound $\epsilon = 0.1$.
799,Solve the coupled Riccati equations arising in Nash equilibrium problems.
800,Calculate the matrix p-norm $||EEE||_p$ for $p = \infty$ where $EEE = \begin{pmatrix} 1 & -2 & 3 \\ -4 & 5 & -6 \\ 7 & -8 & 9 \end{pmatrix}$.
801,Find the determinant of \( A = \begin{pmatrix} 3 & 2 \\ 1 & 4 \end{pmatrix} \).
802,Solve the system \( \begin{pmatrix} 2 & 1 \\ 3 & 4 \end{pmatrix} \begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 5 \\ 11 \end{pmatrix} \).
803,Find the inverse of \( B = \begin{pmatrix} 1 & 2 \\ 3 & 7 \end{pmatrix} \).
804,Calculate the eigenvalues of \( C = \begin{pmatrix} 4 & 1 \\ 2 & 3 \end{pmatrix} \).
805,Find the norm \( \|v\|_2 \) of vector \( v = \begin{pmatrix} 3 \\ 4 \\ 5 \end{pmatrix} \).
806,Compute \( AB \) where \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \) and \( B = \begin{pmatrix} 5 & 6 \\ 7 & 8 \end{pmatrix} \).
807,Find the rank of matrix \( D = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6 \\ 1 & 1 & 2 \end{pmatrix} \).
808,Solve \( Ax = b \) using Gaussian elimination where \( A = \begin{pmatrix} 2 & 1 & 1 \\ 1 & 3 & 2 \\ 1 & 0 & 0 \end{pmatrix} \) and \( b = \begin{pmatrix} 4 \\ 5 \\ 6 \end{pmatrix} \).
809,Find the trace of matrix \( E = \begin{pmatrix} 2 & 5 & 1 \\ 0 & 3 & 4 \\ 7 & 2 & 6 \end{pmatrix} \).
810,Calculate the dot product of \( u = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix} \) and \( v = \begin{pmatrix} 4 \\ 5 \\ 6 \end{pmatrix} \).
811,Find the determinant of \( F = \begin{pmatrix} 1 & 2 & 3 \\ 0 & 4 & 5 \\ 0 & 0 & 6 \end{pmatrix} \).
812,Compute the cross product of \( a = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix} \) and \( b = \begin{pmatrix} 4 \\ 5 \\ 6 \end{pmatrix} \).
813,Find the eigenvalues of \( G = \begin{pmatrix} 5 & 0 \\ 0 & 3 \end{pmatrix} \).
814,Calculate \( A^T A \) where \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \\ 5 & 6 \end{pmatrix} \).
815,Solve for \( x \) in \( 3x + 2y = 7 \) and \( x - y = 1 \) using matrix methods.
816,Find the nullspace of \( H = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix} \).
817,Calculate the condition number of \( I = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix} \).
818,Find the QR decomposition of \( J = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix} \).
819,Compute the Frobenius norm of \( K = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \).
820,Find the pseudoinverse of \( L = \begin{pmatrix} 1 & 0 \\ 0 & 0 \end{pmatrix} \).
821,Solve the least squares problem \( \min \|Ax - b\|^2 \) where \( A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \end{pmatrix} \) and \( b = \begin{pmatrix} 2 \\ 3 \\ 5 \end{pmatrix} \).
822,Find the singular values of \( M = \begin{pmatrix} 3 & 0 \\ 0 & 2 \end{pmatrix} \).
823,Calculate the spectral radius of \( N = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix} \).
824,Find the LU decomposition of \( O = \begin{pmatrix} 2 & 1 \\ 4 & 3 \end{pmatrix} \).
825,Compute the matrix exponential of \( P = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix} \).
826,Find the Jordan normal form of \( Q = \begin{pmatrix} 2 & 1 \\ 0 & 2 \end{pmatrix} \).
827,Calculate the determinant of \( R = \begin{pmatrix} 1 & 2 & 3 & 4 \\ 0 & 5 & 6 & 7 \\ 0 & 0 & 8 & 9 \\ 0 & 0 & 0 & 10 \end{pmatrix} \).
828,Find the eigenvector corresponding to eigenvalue \( \lambda = 3 \) for \( S = \begin{pmatrix} 3 & 0 \\ 1 & 3 \end{pmatrix} \).
829,Compute the matrix power \( T^3 \) where \( T = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix} \).
830,Find the column space of \( U = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 3 \\ 1 & 2 & 2 \end{pmatrix} \).
831,Calculate the angle between vectors \( u = \begin{pmatrix} 1 \\ 0 \\ 0 \end{pmatrix} \) and \( v = \begin{pmatrix} 1 \\ 1 \\ 0 \end{pmatrix} \).
832,Find the projection of \( a = \begin{pmatrix} 3 \\ 4 \end{pmatrix} \) onto \( b = \begin{pmatrix} 1 \\ 0 \end{pmatrix} \).
833,Compute the Cholesky decomposition of \( V = \begin{pmatrix} 4 & 2 \\ 2 & 2 \end{pmatrix} \).
834,Find the minimal polynomial of \( W = \begin{pmatrix} 2 & 0 \\ 0 & 2 \end{pmatrix} \).
835,Calculate the matrix norm \( \|X\|_1 \) where \( X = \begin{pmatrix} 1 & -2 \\ 3 & 4 \end{pmatrix} \).
836,Solve the matrix equation \( AX = B \) where \( A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \) and \( B = \begin{pmatrix} 5 & 6 \\ 7 & 8 \end{pmatrix} \).
837,Find the characteristic polynomial of \( Y = \begin{pmatrix} 1 & 2 & 0 \\ 0 & 3 & 1 \\ 0 & 0 & 2 \end{pmatrix} \).
838,"Compute the commutator \( [A,B] = AB - BA \) where \( A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \) and \( B = \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix} \)."
839,Find the row space of \( Z = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6 \\ 1 & 1 & 1 \end{pmatrix} \).
840,Calculate the matrix square root of \( AA = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix} \).
841,Find the generalized inverse of \( BB = \begin{pmatrix} 1 & 2 \\ 2 & 4 \end{pmatrix} \).
842,Compute the tensor product \( CC \otimes DD \) where \( CC = \begin{pmatrix} 1 & 2 \end{pmatrix} \) and \( DD = \begin{pmatrix} 3 \\ 4 \end{pmatrix} \).
843,Find the left null space of \( EE = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix} \).
844,Calculate the matrix logarithm of \( FF = \begin{pmatrix} e & 0 \\ 0 & e^2 \end{pmatrix} \).
845,"Find the Schur complement of \( GG = \begin{pmatrix} A & B \\ C & D \end{pmatrix} \) where \( A = 2 \), \( B = 1 \), \( C = 3 \), \( D = 4 \)."
846,Compute the Hadamard product of \( HH = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \) and \( II = \begin{pmatrix} 5 & 6 \\ 7 & 8 \end{pmatrix} \).
847,Find the matrix sign function of \( JJ = \begin{pmatrix} 2 & 0 \\ 0 & -3 \end{pmatrix} \).
848,Calculate the nuclear norm of \( KK = \begin{pmatrix} 3 & 4 \\ 0 & 0 \end{pmatrix} \).
849,Find the Moore-Penrose pseudoinverse of \( LL = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix} \).
850,Compute the Kronecker product \( MM \otimes NN \) where \( MM = \begin{pmatrix} 1 & 2 \end{pmatrix} \) and \( NN = \begin{pmatrix} 3 & 4 \\ 5 & 6 \end{pmatrix} \).
851,Find the condition number of \( OO = \begin{pmatrix} 1 & 1 \\ 0 & \epsilon \end{pmatrix} \) as \( \epsilon \to 0 \).
852,Calculate the matrix \( p \)-norm \( \|PP\|_2 \) where \( PP = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix} \).
853,Find the eigendecomposition of \( QQ = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix} \).
854,Compute the matrix function \( f(RR) = RR^2 + 2RR + I \) where \( RR = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \).
855,Find the polar decomposition of \( SS = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix} \).
856,Calculate the vectorization of \( TT = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \).
857,Find the matrix square of \( UU = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix} \).
858,Compute the adjugate matrix of \( VV = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{vmatrix} \).
859,Find the permanent of \( WW = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix} \).
860,Calculate the matrix exponential series for \( XX = \begin{pmatrix} 0 & t \\ 0 & 0 \end{pmatrix} \).
861,Find the Gershgorin circles for \( YY = \begin{pmatrix} 3 & 1 & 0 \\ 1 & 4 & 1 \\ 0 & 1 & 2 \end{pmatrix} \).
862,Compute the Rayleigh quotient \( \frac{x^T A x}{x^T x} \) where \( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \) and \( x = \begin{pmatrix} 1 \\ 1 \end{pmatrix} \).
863,Find the block diagonal form of \( ZZ = \begin{pmatrix} 1 & 0 & 2 \\ 0 & 3 & 0 \\ 4 & 0 & 5 \end{pmatrix} \).
864,Calculate the matrix \( \infty \)-norm of \( AAA = \begin{pmatrix} 1 & -2 & 3 \\ -4 & 5 & -6 \\ 7 & -8 & 9 \end{pmatrix} \).
865,Find the Schur form of \( BBB = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix} \).
866,Compute the matrix cosine of \( CCC = \begin{pmatrix} 0 & \pi \\ 0 & 0 \end{pmatrix} \).
867,"Find the generalized eigenvalues of \( (DDD, EEE) \) where \( DDD = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \) and \( EEE = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix} \)."
868,Calculate the matrix sine of \( FFF = \begin{pmatrix} \frac{\pi}{2} & 0 \\ 0 & 0 \end{pmatrix} \).
869,Find the companion matrix of polynomial \( p(x) = x^3 - 6x^2 + 11x - 6 \).
870,Compute the Drazin inverse of \( GGG = \begin{pmatrix} 1 & 0 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & 0 \end{pmatrix} \).
871,Find the matrix hyperbolic sine of \( HHH = \begin{pmatrix} 1 & 0 \\ 0 & 0 \end{pmatrix} \).
872,Calculate the group inverse of \( III = \begin{pmatrix} 1 & 1 \\ 0 & 0 \end{pmatrix} \).
873,Find the matrix tangent of \( JJJ = \ دليل إضافي: \begin{pmatrix} \frac{\pi}{4} & 0 \\ 0 & 0 \end{pmatrix} \).
874,Compute the weighted pseudoinverse of \( KKK = \begin{pmatrix} 1 & 2 \end{pmatrix} \) with weight \( W = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix} \).
875,Find the matrix arctangent of \( LLL = \begin{pmatrix} 1 & 0 \\ 0 & \sqrt{3} \end{pmatrix} \).
876,Calculate the Penrose conditions for \( MMM = \begin{pmatrix} 1 & 0 \\ 0 & 0 \end{pmatrix} \).
877,Find the matrix secant of \( NNN = \begin{pmatrix} 0 & 0 \\ 0 & \frac{\pi}{3} \end{pmatrix} \).
878,Compute the reflexive generalized inverse of \( OOO = \begin{pmatrix} 2 & 4 \\ 1 & 2 \end{pmatrix} \).
879,Find the matrix cosecant of \( PPP = \begin{pmatrix} \frac{\pi}{2} & 0 \\ 0 & \frac{\pi}{6} \end{pmatrix} \).
880,Calculate the bidiagonal reduction of \( QQQ = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{pmatrix} \).
881,Find the matrix cotangent of \( RRR = \begin{pmatrix} \frac{\pi}{4} & 0 \\ 0 & \frac{\pi}{3} \end{pmatrix} \).
882,Compute the Hessenberg reduction of \( SSS = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 9 \end{pmatrix} \).
883,Find the matrix hyperbolic cosine of \( TTT = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \).
884,Calculate the tridiagonal reduction of \( UUU = \begin{pmatrix} 4 & 1 & 0 \\ 1 & 4 & 1 \\ 0 & 1 & 4 \end{pmatrix} \).
885,Find the matrix hyperbolic tangent of \( VVV = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix} \).
886,Compute the balanced matrix of \( WWW = \begin{pmatrix} 1000 & 1 \\ 1 & 0.001 \end{pmatrix} \).
887,Find the matrix inverse hyperbolic sine of \( XXX = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \).
888,Calculate the Givens rotation matrix for angle \( \theta = \frac{\pi}{6} \).
889,Find the matrix inverse hyperbolic cosine of \( YYY = \begin{pmatrix} 2 & 0 \\ 0 & 5 \end{pmatrix} \).
890,Compute the Householder matrix for vector \( v = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix} \).
891,Find the matrix inverse hyperbolic tangent of \( ZZZ = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.8 \end{pmatrix} \).
892,Calculate the Jacobi rotation for \( 2 \times 2 \) matrix \( AAAA = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix} \).
893,Find the matrix square root using Schur method for \( BBBB = \begin{pmatrix} 4 & 0 \\ 0 & 9 \end{pmatrix} \).
894,Compute the Lanczos tridiagonalization for starting vector \( q_1 = \begin{pmatrix} 1 \\ 0 \\ 0 \end{pmatrix} \) and matrix \( CCCC = \begin{pmatrix} 2 & 1 & 0 \\ 1 & 2 & 1 \\ 0 & 1 & 2 \end{pmatrix} \).
895,Find the matrix \( p \)-th root for \( p=3 \) of \( DDDD = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix} \).
896,Calculate the Arnoldi iteration for matrix \( EEEE = \begin{pmatrix} 1 & 1 & 0 \\ 1 & 1 & 1 \\ 0 & 1 & 1 \end{pmatrix} \) with starting vector \( v_1 = \begin{pmatrix} 1 \\ 0 \\ 0 \end{pmatrix} \).
897,Find the principal square root of \( FFFF = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix} \).
898,Compute the power method iteration for dominant eigenvalue of \( GGGG = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix} \) starting with \( x_0 = \begin{pmatrix} 1 \\ 1 \end{pmatrix} \).
899,Find the matrix logarithm base 2 of \( HHHH = \begin{pmatrix} 4 & 0 \\ 0 & 8 \end{pmatrix} \).
900,Calculate the inverse iteration for smallest eigenvalue of \( IIII = \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix} \) with shift \( \sigma = 2 \).
901,Find the determinant of $A = \begin{pmatrix} 3 & -2 & 1 \\ 4 & 5 & -3 \\ -1 & 2 & 6 \end{pmatrix}$ using cofactor expansion.
902,Solve the system $\begin{pmatrix} 2 & -1 & 3 \\ 1 & 4 & -2 \\ -3 & 2 & 1 \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \\ x_3 \end{pmatrix} = \begin{pmatrix} 7 \\ -1 \\ 4 \end{pmatrix}$ using Gaussian elimination.
903,Find the eigenvalues of $B = \begin{pmatrix} 4 & -2 \\ 1 & 1 \end{pmatrix}$.
904,Compute the LU decomposition of $C = \begin{pmatrix} 2 & 4 & -2 \\ 4 & 9 & -3 \\ -2 & -3 & 7 \end{pmatrix}$.
905,Calculate the 2-norm of vector $v = \begin{pmatrix} 3 \\ -4 \\ 12 \end{pmatrix}$.
906,Find the inverse of $D = \begin{pmatrix} 1 & 2 \\ 3 & 7 \end{pmatrix}$.
907,Perform one iteration of Jacobi method for $\begin{pmatrix} 4 & -1 & 0 \\ -1 & 4 & -1 \\ 0 & -1 & 4 \end{pmatrix} x = \begin{pmatrix} 15 \\ 10 \\ 10 \end{pmatrix}$ with $x^{(0)} = \begin{pmatrix} 0 \\ 0 \\ 0 \end{pmatrix}$.
908,Find the QR decomposition of $F = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$ using Gram-Schmidt.
909,Calculate the Frobenius norm of $G = \begin{pmatrix} 2 & -1 & 3 \\ 0 & 4 & -2 \\ 1 & 0 & 5 \end{pmatrix}$.
910,Solve $Hx = b$ using Cholesky decomposition where $H = \begin{pmatrix} 5 & 2 \\ 2 & 3 \end{pmatrix}$ and $b = \begin{pmatrix} 13 \\ 8 \end{pmatrix}$.
911,Find the singular values of $I = \begin{pmatrix} 3 & 0 \\ 0 & -2 \end{pmatrix}$.
